구분,코드값,코드설명
F31_비즈니스모델혁신정도_명확한정리,4,높음
F31_비즈니스모델혁신정도_명확한정리,5,매우 높음
F32_비즈니스모델혁신정도_혁신,1,매우 낮음
F32_비즈니스모델혁신정도_혁신,2,낮음
F32_비즈니스모델혁신정도_혁신,3,보통
F32_비즈니스모델혁신정도_혁신,4,높음
F32_비즈니스모델혁신정도_혁신,5,매우 높음
F4_장기적성장전망성,1,매우 부정적
F4_장기적성장전망성,2,부정적
F4_장기적성장전망성,3,보통
F4_장기적성장전망성,4,긍정적
F4_장기적성장전망성,5,매우 긍정적
G4_글로벌사업방식,1,직접수출
G4_글로벌사업방식,2,간접수출
G4_글로벌사업방식,3,직접수출+간접수출
G4_글로벌사업방식,4,수출 없음
G41_해외지사설치여부,1,예
G41_해외지사설치여부,2,아니오
G51_글로벌시장진출지역_0,1,미국
G51_글로벌시장진출지역_0,2,일본
G51_글로벌시장진출지역_0,3,중국
G51_글로벌시장진출지역_0,4,러시아
G51_글로벌시장진출지역_0,5,동남아시아
G51_글로벌시장진출지역_0,6,유럽
G51_글로벌시장진출지역_0,7,기타
G52_직·간접수출지역_0,1,미국
G52_직·간접수출지역_0,2,일본
G52_직·간접수출지역_0,3,중국
G52_직·간접수출지역_0,4,러시아
G52_직·간접수출지역_0,5,동남아시아
G52_직·간접수출지역_0,6,유럽
G52_직·간접수출지역_0,7,기타
G6_해외수출시애로사항_0,1,기술력 부족
G6_해외수출시애로사항_0,2,무역 전문인력 부족
G6_해외수출시애로사항_0,3,시장정보 부족
G6_해외수출시애로사항_0,4,글로벌시장 진출 필요자금의 부족
G6_해외수출시애로사항_0,5,"수출관련 절차적 규제 부담(선적, 통관 등)"
G6_해외수출시애로사항_0,6,"언어 장벽(계약협상, 통번역 등)"
G6_해외수출시애로사항_0,7,현지시장 규격 및 인증 획득의 어려움
G6_해외수출시애로사항_0,8,기업 신인도 부족
G6_해외수출시애로사항_0,9,기타
H1_선호협력기관_메인파트너_0,1,대학과 협력(산학 협력)
H1_선호협력기관_메인파트너_0,2,"연구기관(정부출연연구소, 전문생산연구소 등)"
H1_선호협력기관_메인파트너_0,3,중소벤처기업과 협력
H1_선호협력기관_메인파트너_0,4,대기업과 협력
H1_선호협력기관_메인파트너_0,5,외국계기업과 협력
H11_협력활동유형,1,경영지원
H11_협력활동유형,2,교육훈련/인적자원
H11_협력활동유형,3,기술개발
H11_협력활동유형,4,기술지도
H11_협력활동유형,5,디자인
H11_협력활동유형,6,마케팅/판로/유통
H11_협력활동유형,7,브랜드
H11_협력활동유형,8,생산/품질
H11_협력활동유형,9,신제품 개발
H11_협력활동유형,10,연구개발시설 및 장비 상호이용
H11_협력활동유형,11,자금
H11_협력활동유형,12,해외 시장 진출
H11_협력활동유형,13,기타
H21_협력희망분야,1,경영지원
H21_협력희망분야,2,교육훈련/인적자원
H21_협력희망분야,3,기술개발
H21_협력희망분야,4,기술지도
H21_협력희망분야,5,디자인
H21_협력희망분야,6,마케팅/판로/유통
H21_협력희망분야,7,브랜드
H21_협력희망분야,8,생산/품질
H21_협력희망분야,9,신제품 개발
H21_협력희망분야,10,연구개발시설 및 장비 상호이용
H21_협력희망분야,11,자금
H21_협력희망분야,12,해외 시장 진출
H21_협력희망분야,13,기타
I1_크라우드펀딩받은경험,1,예
I1_크라우드펀딩받은경험,2,아니오
I2_엔젤투자자투자받은경험,1,예
I2_엔젤투자자투자받은경험,2,아니오
I3_밴처캐피탈투자받은경험,1,예
I3_밴처캐피탈투자받은경험,2,아니오
I31_투자한벤처캐피탈역할,1,자금투자 외에는 경영에 그다지 관여하지 않는 등 거의 역할이 없었다
I31_투자한벤처캐피탈역할,2,자금투자 외에 벤처기업 경영에 일정부분 역할을 담당하였다
I321_도움여부,1,있음
I321_도움여부,2,없음
I321_도움정도,1,매우 낮음
I321_도움정도,2,낮음
I321_도움정도,3,보통
I321_도움정도,4,높음
I321_도움정도,5,매우 높음
I4_인수합병의향,1,예
I4_인수합병의향,2,아니오
I5_인수합병응할의향,1,예
I5_인수합병응할의향,2,아니오
I6_MampA환경개선을위해필요한것_0,1,M&A 전문가 및 중개기관 육성
I6_MampA환경개선을위해필요한것_0,2,M&A 매물 정보의 질적/양적 확대
I6_MampA환경개선을위해필요한것_0,3,기업 가치에 대한 신뢰할 만한 평가시스템 구축
I6_MampA환경개선을위해필요한것_0,4,M&A 절차 간소화
I6_MampA환경개선을위해필요한것_0,5,'내 기업이어야 한다'는 기업가의 인식 변화
I6_MampA환경개선을위해필요한것_0,6,M&A에 대한 부정적 시각 개선
J11_납품단가,1,인상
J11_납품단가,2,동일
J11_납품단가,3,인하
J31_불공정거래경험여부,1,있음
J31_불공정거래경험여부,2,없음
J31_불공정거래심각성정도,1,매우 낮음
J31_불공정거래심각성정도,2,낮음
J31_불공정거래심각성정도,3,보통
J31_불공정거래심각성정도,4,높음
J31_불공정거래심각성정도,5,매우 높음
J4_기업간거래시주요애로사항_0,1,기술 탈취
J4_기업간거래시주요애로사항_0,2,기술 도용
J4_기업간거래시주요애로사항_0,3,인력 유출
J4_기업간거래시주요애로사항_0,4,기술 및 원가정산 자료 요구
J4_기업간거래시주요애로사항_0,5,비밀 유지 협약 요청에 대한 상대방 기업의 거부
J4_기업간거래시주요애로사항_0,6,기술 공유 요청 문서화 요구에 대한 상대방 기업의 거부
J4_기업간거래시주요애로사항_0,7,구두 발주 및 취소
J4_기업간거래시주요애로사항_0,8,부당한 납품대금 감액
J4_기업간거래시주요애로사항_0,9,납품대금 지연에 따른 이자 미지급
J4_기업간거래시주요애로사항_0,10,검사 및 검사결과(불합격 사유) 미통보
J4_기업간거래시주요애로사항_0,11,낮은 납품 단가
J4_기업간거래시주요애로사항_0,12,"불투명하고 불공정한 거래관행(지연, 학연 등)"
K11_기술개발촉진효과,1,매우 낮음
K11_기술개발촉진효과,2,낮음
K11_기술개발촉진효과,3,보통
K11_기술개발촉진효과,4,높음
K11_기술개발촉진효과,5,매우 높음
K12_기업이미지제고등광고효과,1,매우 낮음
K12_기업이미지제고등광고효과,2,낮음
K12_기업이미지제고등광고효과,3,보통
K12_기업이미지제고등광고효과,4,높음
K12_기업이미지제고등광고효과,5,매우 높음
K13_세제혜택효과,1,매우 낮음
K13_세제혜택효과,2,낮음
K13_세제혜택효과,3,보통
K13_세제혜택효과,4,높음
K13_세제혜택효과,5,매우 높음
K14_우수인력확보에유리,1,매우 낮음
K14_우수인력확보에유리,2,낮음
K14_우수인력확보에유리,3,보통
K14_우수인력확보에유리,4,높음
K14_우수인력확보에유리,5,매우 높음
K15_입지선정시유리,1,매우 낮음
K15_입지선정시유리,2,낮음
K15_입지선정시유리,3,보통
K15_입지선정시유리,4,높음
K15_입지선정시유리,5,매우 높음
K16_자금조달및투자유인효과,1,매우 낮음
K16_자금조달및투자유인효과,2,낮음
K16_자금조달및투자유인효과,3,보통
K16_자금조달및투자유인효과,4,높음
K16_자금조달및투자유인효과,5,매우 높음
K17_정부지원제도참여에유리,1,매우 낮음
K17_정부지원제도참여에유리,2,낮음
K17_정부지원제도참여에유리,3,보통
K17_정부지원제도참여에유리,4,높음
K17_정부지원제도참여에유리,5,매우 높음
K18_창업관련규제완화효과,1,매우 낮음
K18_창업관련규제완화효과,2,낮음
K18_창업관련규제완화효과,3,보통
K18_창업관련규제완화효과,4,높음
K18_창업관련규제완화효과,5,매우 높음
K21_MampA활성화를위한제도개선,1,매우 취약
K21_MampA활성화를위한제도개선,2,취약
K21_MampA활성화를위한제도개선,3,보통
K21_MampA활성화를위한제도개선,4,양호
K21_MampA활성화를위한제도개선,5,매우 양호
K22_벤처관련규제완화,1,매우 취약
K22_벤처관련규제완화,2,취약
K22_벤처관련규제완화,3,보통
K22_벤처관련규제완화,4,양호
K22_벤처관련규제완화,5,매우 양호
K23_창업및기업가적능력개발을위한교육,1,매우 취약
K23_창업및기업가적능력개발을위한교육,2,취약
K23_창업및기업가적능력개발을위한교육,3,보통
K23_창업및기업가적능력개발을위한교육,4,양호
K23_창업및기업가적능력개발을위한교육,5,매우 양호
K24_기업가정신을고취하는사회분위기,1,매우 취약
K24_기업가정신을고취하는사회분위기,2,취약
K24_기업가정신을고취하는사회분위기,3,보통
K24_기업가정신을고취하는사회분위기,4,양호
K24_기업가정신을고취하는사회분위기,5,매우 양호
K25_벤처투자활성화,1,매우 취약
K25_벤처투자활성화,2,취약
K25_벤처투자활성화,3,보통
K25_벤처투자활성화,4,양호
K25_벤처투자활성화,5,매우 양호
K31_신기술개발애로,1,전혀 그렇지 않다
K31_신기술개발애로,2,대체로 그렇지 않다
K31_신기술개발애로,3,보통이다
K31_신기술개발애로,4,대체로 그렇다
K31_신기술개발애로,5,매우 그렇다
K310_조직관리애로,1,전혀 그렇지 않다
K310_조직관리애로,2,대체로 그렇지 않다
K310_조직관리애로,3,보통이다
K310_조직관리애로,4,대체로 그렇다
K310_조직관리애로,5,매우 그렇다
K311_환율변동애로,1,전혀 그렇지 않다
K311_환율변동애로,2,대체로 그렇지 않다
K311_환율변동애로,3,보통이다
K311_환율변동애로,4,대체로 그렇다
K311_환율변동애로,5,매우 그렇다
K312_특허분쟁애로,1,전혀 그렇지 않다
K312_특허분쟁애로,2,대체로 그렇지 않다
K312_특허분쟁애로,3,보통이다
K312_특허분쟁애로,4,대체로 그렇다
K312_특허분쟁애로,5,매우 그렇다
K313_각종규제애로,1,전혀 그렇지 않다
K313_각종규제애로,2,대체로 그렇지 않다
K313_각종규제애로,3,보통이다
K313_각종규제애로,4,대체로 그렇다
K313_각종규제애로,5,매우 그렇다
K314_산·학·연간협력활동애로,1,전혀 그렇지 않다
K314_산·학·연간협력활동애로,2,대체로 그렇지 않다
K314_산·학·연간협력활동애로,3,보통이다
K314_산·학·연간협력활동애로,4,대체로 그렇다
K314_산·학·연간협력활동애로,5,매우 그렇다
K315_불공정한시장질서애로,1,전혀 그렇지 않다
K315_불공정한시장질서애로,2,대체로 그렇지 않다
K315_불공정한시장질서애로,3,보통이다
K315_불공정한시장질서애로,4,대체로 그렇다
K315_불공정한시장질서애로,5,매우 그렇다
K32_개발된기술의사업화애로,1,전혀 그렇지 않다
K32_개발된기술의사업화애로,2,대체로 그렇지 않다
K32_개발된기술의사업화애로,3,보통이다
K32_개발된기술의사업화애로,4,대체로 그렇다
K32_개발된기술의사업화애로,5,매우 그렇다
K33_국내판로개척애로,1,전혀 그렇지 않다
K33_국내판로개척애로,2,대체로 그렇지 않다
K33_국내판로개척애로,3,보통이다
K33_국내판로개척애로,4,대체로 그렇다
K33_국내판로개척애로,5,매우 그렇다
K34_해외시장개척애로,1,전혀 그렇지 않다
K34_해외시장개척애로,2,대체로 그렇지 않다
K34_해외시장개척애로,3,보통이다
K34_해외시장개척애로,4,대체로 그렇다
K34_해외시장개척애로,5,매우 그렇다
K35_필요인력의확보및유지관리애로,1,전혀 그렇지 않다
K35_필요인력의확보및유지관리애로,2,대체로 그렇지 않다
K35_필요인력의확보및유지관리애로,3,보통이다
K35_필요인력의확보및유지관리애로,4,대체로 그렇다
K35_필요인력의확보및유지관리애로,5,매우 그렇다
K36_자금조달 운용등자금관리애로,1,전혀 그렇지 않다
K36_자금조달 운용등자금관리애로,2,대체로 그렇지 않다
K36_자금조달 운용등자금관리애로,3,보통이다
K36_자금조달 운용등자금관리애로,4,대체로 그렇다
K36_자금조달 운용등자금관리애로,5,매우 그렇다
K37_기술유출 디자인및상표도용애로,1,전혀 그렇지 않다
K37_기술유출 디자인및상표도용애로,2,대체로 그렇지 않다
K37_기술유출 디자인및상표도용애로,3,보통이다
K37_기술유출 디자인및상표도용애로,4,대체로 그렇다
K37_기술유출 디자인및상표도용애로,5,매우 그렇다
K38_업계내의과당경쟁및덤핑애로,1,전혀 그렇지 않다
K38_업계내의과당경쟁및덤핑애로,2,대체로 그렇지 않다
K38_업계내의과당경쟁및덤핑애로,3,보통이다
K38_업계내의과당경쟁및덤핑애로,4,대체로 그렇다
K38_업계내의과당경쟁및덤핑애로,5,매우 그렇다
K39_법률회계세무관련지식부족애로,1,전혀 그렇지 않다
K39_법률회계세무관련지식부족애로,2,대체로 그렇지 않다
K39_법률회계세무관련지식부족애로,3,보통이다
K39_법률회계세무관련지식부족애로,4,대체로 그렇다
K39_법률회계세무관련지식부족애로,5,매우 그렇다
K41_실천하고있는사회적책임_0,1,물질 기부/기증
K41_실천하고있는사회적책임_0,2,재능 기부
K41_실천하고있는사회적책임_0,3,공유가치창출(CSV)
K41_실천하고있는사회적책임_0,4,지역사회 봉사활동
K41_실천하고있는사회적책임_0,5,후원 활동
K41_실천하고있는사회적책임_0,6,기타
K41_실천하고있는사회적책임_0,7,없음
K42_향후사회적책임실천할계획여부,1,예
K42_향후사회적책임실천할계획여부,2,아니오
기업성장단계_c,1,창업기
기업성장단계_c,2,초기성장기
기업성장단계_c,3,고도성장기
기업성장단계_c,4,성숙기
기업성장단계_c,5,쇠퇴기
소속부서,1,인사/총무
소속부서,2,재무/회계
소속부서,3,전략/기획
소속부서,4,홍보/마케팅/영업
소속부서,5,연구/개발
소속부서,6,생산/품질
소속부서,7,유통/물류
소속부서,8,기타
업력_c,1,창업 3년 이하
업력_c,2,4~10년
업력_c,3,11~20년
업력_c,4,21년 이상
업종_c,1,에너지/화학/정밀
업종_c,2,의료/제약
업종_c,3,컴퓨터/반도체/전자부품
업종_c,4,통신기기/방송기기
업종_c,5,기계/자동차/금속
업종_c,6,음식료/섬유/비금속/기타제조
업종_c,7,소프트웨어개발/IT기반서비스
업종_c,8,정보통신/방송서비스
업종_c,9,도소매/연구개발서비스/기타서비스
업종_c,10,기타
작성자직위,1,대표이사
작성자직위,2,임원
작성자직위,3,부장/차장/과장
작성자직위,4,기타
종사자_c,1,1~9인
종사자_c,2,10~29인
종사자_c,3,30~49인
종사자_c,4,50~99인
종사자_c,5,100인 이상
지역,11,서울특별시
지역,21,부산광역시
지역,22,대구광역시
지역,23,인천광역시
지역,24,광주광역시
지역,25,대전광역시
지역,26,울산광역시
지역,29,세종특별자치시
지역,31,경기도
지역,32,강원도
지역,33,충청북도
지역,34,충청남도
지역,35,전라북도
지역,36,전라남도
지역,37,경상북도
지역,38,경상남도
지역,39,제주특별자치도
지역_c,1,서울/인천/경기
지역_c,2,대전/세종/충청/강원
지역_c,3,부산/경남/울산
지역_c,4,대구/경북
지역_c,5,광주/전라/제주
