구분,코드값,코드설명
문 QD5_1A TO QD5_1B,2,없다
문 QD5_2A TO QD5_2B,1,있다
문 QD5_2A TO QD5_2B,2,없다
문 QD5_3A TO QD5_3B,1,있다
문 QD5_3A TO QD5_3B,2,없다
문 QD5_4A TO QD5_4B,1,있다
문 QD5_4A TO QD5_4B,2,없다
문 QD5_5A TO QD5_5B,1,있다
문 QD5_5A TO QD5_5B,2,없다
문 QD8,1,현재 활용하고 있음
문 QD8,2,과거에 활용했으나 현재 미활용
문 QD8,3,과거와 현재 미활용이나 미래에 활용 계획 있음
문 QD8,4,과거와 현재 모두 미활용이며 향후에도 게획 없음
문 QD8_1,1,우수인력 유입
문 QD8_1,2,핵심인력 이탈방지
문 QD8_1,3,사기진작 및 인센티브 효과
문 QD8_1,4,기업 경영성과 개선
문 QD8_1,5,기타
문 QD8_2,1,제도 활용에 관한 인식부족
문 QD8_2,2,"비상장기업의 경우, 성과보상 방식으로서의 장점이 없음"
문 QD8_2,3,불합리한 회계.세무 처리
문 QD8_2,4,복잡한 제도 및 행정 절차
문 QD8_2,5,기타
문 QD9,1,있다
문 QD9,2,없다
문 QE1,1,예
문 QE1,2,아니오
문 QE1_1_1 TO QE1_1_20,1,1) 드론
문 QE1_1_1 TO QE1_1_20,2,2) 자율주행차
문 QE1_1_1 TO QE1_1_20,3,3) 스마트 팜
문 QE1_1_1 TO QE1_1_20,4,4) 에너지 신산업
문 QE1_1_1 TO QE1_1_20,5,5) 스마트 시티
문 QE1_1_1 TO QE1_1_20,6,6) 스마트 공장
문 QE1_1_1 TO QE1_1_20,7,7) 지능형 로봇
문 QE1_1_1 TO QE1_1_20,8,8) 3D프린팅
문 QE1_1_1 TO QE1_1_20,9,9) 지능형 반도체
문 QE1_1_1 TO QE1_1_20,10,10) 인공지능(AI)
문 QE1_1_1 TO QE1_1_20,11,11) 사물인터넷(IoT)
문 QE1_1_1 TO QE1_1_20,12,12) 클라우드
문 QE1_1_1 TO QE1_1_20,13,13) 빅데이터
문 QE1_1_1 TO QE1_1_20,14,14) 5G
문 QE1_1_1 TO QE1_1_20,15,15) 핀테크
문 QE1_1_1 TO QE1_1_20,16,16) 블록체인
문 QE1_1_1 TO QE1_1_20,17,17) O2O(공유경제)
문 QE1_1_1 TO QE1_1_20,18,18) 스마트 헬스케어
문 QE1_1_1 TO QE1_1_20,19,19) AR/VR(증강/가상현실)
문 QE1_1_1 TO QE1_1_20,20,20) 신소재(첨단소재)
문 QE3,1,해외특허
문 QE3,2,"국제규격(UL, CE, CCC 등)"
문 QE3,3,해외특허·국제규격 모두 획득
문 QE3,4,해외특허·국제규격 없음
문 QE4,1,하나의 대표 제품 또는 서비스
문 QE4,2,두 세 개 정도의 제품 또는 서비스
문 QE4,3,4개 이상 복수의 제품 및 서비스
문 QE5,1,예
문 QE5,2,아니오
문 QE6_1,1,세계 최고수준(100% 수준)
문 QE6_1,2,세계 최고기술과 동등한 수준(90%~99% 수준)
문 QE6_1,3,세계 최고기술에 근접한 수준(80%~89%)
문 QE6_1,4,세계 최고기술보다 다소 뒤처진 수준(70%~79%)
문 QE6_1,5,세계 최고기술보다 낮은 수준(60%~69%)
문 QE6_2,1,국내 최고수준(100% 수준)
문 QE6_2,2,국내 최고기술과 동등한 수준(90%~99% 수준)
문 QE6_2,3,국내 최고기술에 근접한 수준(80%~89%)
문 QE6_2,4,국내 최고기술보다 다소 뒤처진 수준(70%~79%)
문 QE6_2,5,국내 최고기술보다 낮은 수준(60%~69%)
문 QE7,1,해외현지연구소 보유
문 QE7,2,기업부설연구소 보유
문 QE7,3,"해외현지연구소, 기업부설연구소 모두 보유"
문 QE7,4,"부설연구소는 없지만, 연구개발 전담부서 보유"
문 QE7,5,"부설연구소나 전담부서는 없지만, 연구개발 인력 보유"
문 QE7,6,"부설연구소나 전담부서, 연구개발 인력이 없음"
문 QF1_1 TO QF1_3,1,① 매우 낮음
문 QF1_1 TO QF1_3,2,② 낮음
문 QF1_1 TO QF1_3,3,③ 보통
문 QF1_1 TO QF1_3,4,④ 높음
문 QF1_1 TO QF1_3,5,⑤ 매우 높음
문 QF2_1 TO QF2_2,1,① 매우 낮음
문 QF2_1 TO QF2_2,2,② 낮음
문 QF2_1 TO QF2_2,3,③ 보통
문 QF2_1 TO QF2_2,4,④ 높음
문 QF2_1 TO QF2_2,5,⑤ 매우 높음
문 QF3_1 TO QF3_2,1,① 매우 낮음
문 QF3_1 TO QF3_2,2,② 낮음
문 QF3_1 TO QF3_2,3,③ 보통
문 QF3_1 TO QF3_2,4,④ 높음
문 QF3_1 TO QF3_2,5,⑤ 매우 높음
문 QF4,1,① 매우 부정적
문 QF4,2,② 부정적
문 QF4,3,③ 보통
문 QF4,4,④ 긍정적
문 QF4,5,⑤ 매우 긍정적
문 QG1,1,있다
문 QG1,2,없다
문 QG2,1,자체 유통망에 의한 직접 영업
문 QG2,2,대리점이나 전문 유통기관(ex. 홈쇼핑)을 통한 위탁영업
문 QG2,3,직접영업과 위탁영업 병행
문 QG2,4,인터넷/디지털 기반 영
문 QG2,5,기타
문 QG4,1,있음
문 QG4,2,없음
문 QG4_1 TO QG4_7,1,미국
문 QG4_1 TO QG4_7,2,일본
문 QG4_1 TO QG4_7,3,중국
문 QG4_1 TO QG4_7,4,러시아
문 QG4_1 TO QG4_7,5,동남아시아
문 QG4_1 TO QG4_7,6,유럽
문 QG4_1 TO QG4_7,7,기타
문 QG4_1 TO QG4_7,11,중동
문 QG4_1 TO QG4_7,12,남아메리카
문 QG4_1 TO QG4_7,13,인도
문 QG5,1,직접수출
문 QG5,2,간접수출
문 QG5,3,직접수출+간접수출
문 QG5,4,수출없음
문 QG5_1,1,예
문 QG5_1,2,아니오
문 QG6_1_1 TO QG6_1_7,1,미국
문 QG6_1_1 TO QG6_1_7,2,일본
문 QG6_1_1 TO QG6_1_7,3,중국
문 QG6_1_1 TO QG6_1_7,4,러시아
문 QG6_1_1 TO QG6_1_7,5,동남아시아
문 QG6_1_1 TO QG6_1_7,6,유럽
문 QG6_1_1 TO QG6_1_7,7,기타
문 QG6_1_1 TO QG6_1_7,11,중동
문 QG6_1_1 TO QG6_1_7,12,남아메리카
문 QG6_1_1 TO QG6_1_7,13,인도
문 QG6_2_1 TO QG6_2_7,1,중동
문 QG6_2_1 TO QG6_2_7,2,남아메리카
문 QG6_2_1 TO QG6_2_7,3,중국
문 QG6_2_1 TO QG6_2_7,4,러시아
문 QG6_2_1 TO QG6_2_7,5,동남아시아
문 QG6_2_1 TO QG6_2_7,6,유럽
문 QG6_2_1 TO QG6_2_7,7,기타
문 QG6_2_1 TO QG6_2_7,11,중동
문 QG6_2_1 TO QG6_2_7,12,남아메리카
문 QG6_2_1 TO QG6_2_7,13,인도
문 QG7_1 TO QG7_2,1,기술력 부족
문 QG7_1 TO QG7_2,2,무역 전문인력 부족
문 QG7_1 TO QG7_2,3,시장정보 부족
문 QG7_1 TO QG7_2,4,해외시장 진출 필요자금의 부족
문 QG7_1 TO QG7_2,5,"수출관련 절차적 규제 부담(선적, 통관 등)"
문 QG7_1 TO QG7_2,6,"언어 장벽(계약협상, 통번역 등)"
문 QG7_1 TO QG7_2,7,현지시장 규격 및 인증 획득의 어려움
문 QG7_1 TO QG7_2,8,기업 신인도 부족
문 QG7_1 TO QG7_2,9,기타
문 QH1_1 TO QH1_2,1,대학과 협력(산학 협력)
문 QH1_1 TO QH1_2,2,"연구기관(정부출연연구소, 전문생산연구소 등)"
문 QH1_1 TO QH1_2,3,중소기업 및 벤처기업과 협력
문 QH1_1 TO QH1_2,4,중견기업과 협력
문 QH1_1 TO QH1_2,5,대기업과 협력
문 QH1_1 TO QH1_2,6,외국계기업과 협력
문 QH1_1 TO QH1_2,7,기타
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,1,대학과 협력(산학 협력)
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,2,"연구기관(정부출연연구소, 전문생산연구소 등)"
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,3,중소기업 및 벤처기업과 협력
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,4,중견기업과 협력
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,5,대기업과 협력
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,6,외국계기업과 협력
문 QH1_1_1 QH1_2_1 QH1_3_1 QH1_4_1 QH1_5_1 QH1_6_1 QH1_7_1 QH2_1_1 QH2_2_1 QH2_3_1 QH2_4_1 QH2_5_1 QH2_6_1 QH2_7_1,7,기타
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,1,1) 경영지원
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,2,2) 교육훈련/인적자원
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,3,3) 기술개발
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,4,4) 기술지도
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,5,5) 디자인
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,6,6) 마케팅/판로/유통
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,7,7) 브랜드
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,8,8) 생산/품질
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,9,9) 신제품 개발
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,10,10) 연구개발시설 및 장비 상호이용
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,11,11) 자금
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,12,12) 해외 시장 진출
문 QH1_1_2 QH1_2_2 QH1_3_2 QH1_4_2 QH1_5_2 QH1_6_2 QH1_7_2 QH2_1_2 QH2_2_2 QH2_3_2 QH2_4_2 QH2_5_2 QH2_6_2 QH2_7_2,13,13) 기타
문 QH1_1_3 QH1_2_3 QH1_3_3 QH1_4_3 QH1_5_3 QH1_6_3 QH1_7_3 QH2_1_3 QH2_2_3 QH2_3_3 QH2_4_3 QH2_5_3 QH2_6_3 QH2_7_3,1,① 매우 낮음
문 QH1_1_3 QH1_2_3 QH1_3_3 QH1_4_3 QH1_5_3 QH1_6_3 QH1_7_3 QH2_1_3 QH2_2_3 QH2_3_3 QH2_4_3 QH2_5_3 QH2_6_3 QH2_7_3,2,② 낮음
문 QH1_1_3 QH1_2_3 QH1_3_3 QH1_4_3 QH1_5_3 QH1_6_3 QH1_7_3 QH2_1_3 QH2_2_3 QH2_3_3 QH2_4_3 QH2_5_3 QH2_6_3 QH2_7_3,3,③ 보통
문 QH1_1_3 QH1_2_3 QH1_3_3 QH1_4_3 QH1_5_3 QH1_6_3 QH1_7_3 QH2_1_3 QH2_2_3 QH2_3_3 QH2_4_3 QH2_5_3 QH2_6_3 QH2_7_3,4,④ 높음
문 QH1_1_3 QH1_2_3 QH1_3_3 QH1_4_3 QH1_5_3 QH1_6_3 QH1_7_3 QH2_1_3 QH2_2_3 QH2_3_3 QH2_4_3 QH2_5_3 QH2_6_3 QH2_7_3,5,⑤ 매우 높음
문 QI1 QI2 QI3 QI6 QI7,1,예
문 QI1 QI2 QI3 QI6 QI7,2,아니오
문 QI3_1,1,자금투자 외에는 경영에 그다지 관여하지 않는 등 거의 역할이 없었다
문 QI3_1,2,자금투자 외에 벤처기업 경영에 일정부분 역할을 담당하였다
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,1,경영관리 지도 또는 경영자문
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,2,이사회 참여 의사결정과정 감독 관여
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,3,제품 마케팅 및 판로개척 지원 또는 해외시장 진출 및 수출지원
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,4,관련 기술정보 소개 또는 제공
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,5,지적재산권/특허권 관련 법률지도
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,6,은행/금융 기관소개 알선
문 QI3_2_1_1 QI3_2_2_1 QI3_2_3_1 QI3_2_4_1 QI3_2_5_1 QI3_2_6_1 QI3_2_7_1,7,필요 전문인력 소개 또는 헤드 헌팅
문 QI3_2_1_2 QI3_2_2_2 QI3_2_3_2 QI3_2_4_2 QI3_2_5_2 QI3_2_6_2 QI3_2_7_2 QJ3_1_2 QJ3_2_2 QJ3_3_2 QJ3_4_2 QJ3_5_2 QK1_1 TO QK1_8,1,① 매우 낮음
문 QI3_2_1_2 QI3_2_2_2 QI3_2_3_2 QI3_2_4_2 QI3_2_5_2 QI3_2_6_2 QI3_2_7_2 QJ3_1_2 QJ3_2_2 QJ3_3_2 QJ3_4_2 QJ3_5_2 QK1_1 TO QK1_8,2,② 낮음
문 QI3_2_1_2 QI3_2_2_2 QI3_2_3_2 QI3_2_4_2 QI3_2_5_2 QI3_2_6_2 QI3_2_7_2 QJ3_1_2 QJ3_2_2 QJ3_3_2 QJ3_4_2 QJ3_5_2 QK1_1 TO QK1_8,3,③ 보통
문 QI3_2_1_2 QI3_2_2_2 QI3_2_3_2 QI3_2_4_2 QI3_2_5_2 QI3_2_6_2 QI3_2_7_2 QJ3_1_2 QJ3_2_2 QJ3_3_2 QJ3_4_2 QJ3_5_2 QK1_1 TO QK1_8,4,④ 높음
문 QI3_2_1_2 QI3_2_2_2 QI3_2_3_2 QI3_2_4_2 QI3_2_5_2 QI3_2_6_2 QI3_2_7_2 QJ3_1_2 QJ3_2_2 QJ3_3_2 QJ3_4_2 QJ3_5_2 QK1_1 TO QK1_8,5,⑤ 매우 높음
문 QI4 QI5,1,경험 있음
문 QI4 QI5,2,경험 없음
문 QI8_1 TO QI8_2,1,M&A 전문가 및 중개기관 육성
문 QI8_1 TO QI8_2,2,M&A 매물 정보의 질적/양적 확대
문 QI8_1 TO QI8_2,3,기업 가치에 대한 신뢰할 만한 평가시스템 구축
문 QI8_1 TO QI8_2,4,M&A 절차 간소화
문 QI8_1 TO QI8_2,5,‘내 기업이어야 한다’는 기업가의 인식 변화
문 QI8_1 TO QI8_2,6,M&A에 대한 부정적 시각 개선
문 QI8_1 TO QI8_2,7,기타
문 QJ1_1_1 QJ1_2_1 QJ1_3_1 QJ1_4_1 QJ1_5_1,1,인상
문 QJ1_1_1 QJ1_2_1 QJ1_3_1 QJ1_4_1 QJ1_5_1,2,동일
문 QJ1_1_1 QJ1_2_1 QJ1_3_1 QJ1_4_1 QJ1_5_1,3,인하
문 QJ3_1_1 QJ3_2_1 QJ3_3_1 QJ3_4_1 QJ3_5_1,1,대기업 또는 대기업 그룹소속사
문 QJ3_1_1 QJ3_2_1 QJ3_3_1 QJ3_4_1 QJ3_5_1,2,"대기업에 납품하는 1, 2차 벤더"
문 QJ3_1_1 QJ3_2_1 QJ3_3_1 QJ3_4_1 QJ3_5_1,3,"중소기업 및 벤처기"""
문 QJ3_1_1 QJ3_2_1 QJ3_3_1 QJ3_4_1 QJ3_5_1,4,중견기업
문 QJ3_1_1 QJ3_2_1 QJ3_3_1 QJ3_4_1 QJ3_5_1,5,해외기업
문 QJ4_1 QJ4_2,1,1) 기술 탈취
문 QJ4_1 QJ4_2,2,2) 기술 도용
문 QJ4_1 QJ4_2,3,3) 인력 유출
문 QJ4_1 QJ4_2,4,4) 기술 및 원가정산 자료 요구
문 QJ4_1 QJ4_2,5,5) 비밀 유지 협약 요청에 대한 상대방 기업의 거부
문 QJ4_1 QJ4_2,6,6) 기술 공유 요청 문서화 요구에 대한 상대방 기업의 거부
문 QJ4_1 QJ4_2,7,7) 구두 발주 및 취소
문 QJ4_1 QJ4_2,8,8) 부당한 납품대금 감액
문 QJ4_1 QJ4_2,9,9) 납품대금 지연에 따른 이자 미지급
문 QJ4_1 QJ4_2,10,10) 검사 및 검사결과(불합격 사유) 미통보
문 QJ4_1 QJ4_2,11,11) 낮은 납품 단가
문 QJ4_1 QJ4_2,12,"12) 불투명하고 불공정한 거래관행(지연, 학연 등)"
문 QJ4_1 QJ4_2,13,13) 기타
문 QJ4_1 QJ4_2,14,14) 없음
문 QK2_1 TO QK2_5,1,① 매우 취약
문 QK2_1 TO QK2_5,2,② 취약
문 QK2_1 TO QK2_5,3,③ 보통
문 QK2_1 TO QK2_5,4,④ 양호
문 QK2_1 TO QK2_5,5,⑤ 매우 양호
문 QK3_1_1 TO QK3_1_7,1,물질 기부/기증
문 QK3_1_1 TO QK3_1_7,2,재능 기부
문 QK3_1_1 TO QK3_1_7,3,공유가치창출(CSV)
문 QK3_1_1 TO QK3_1_7,4,지역사회 봉사활동
문 QK3_1_1 TO QK3_1_7,5,후원 활동
문 QK3_1_1 TO QK3_1_7,6,기타
문 QK3_1_1 TO QK3_1_7,7,없음
문 QK3_2,1,예
문 QK3_2,2,아니오
문 QK4_1 TO QK4_15,1,① 전혀 그렇지 않다
문 QK4_1 TO QK4_15,2,② 대체로 그렇지 않다
문 QK4_1 TO QK4_15,3,③ 보통이다
문 QK4_1 TO QK4_15,4,④ 대체로 그렇다
문 QK4_1 TO QK4_15,5,⑤ 매우 그렇다
