부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,ROE,주력제품 국내 시장점유율(퍼센트),학력별 인력구성비(대졸),엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 최종학력,창업 직전 근무지,창업 당시 목표시장,해외수출 및 진출과정 애로사항,연구개발관련전담부서보유여부,벤처캐피털(투자조합포함) 투자 경험여부
-0.15173463761351583,0.27780413685070304,2.483681478248833,0.1661258295632008,0.1626859896429833,-0.5358850232008424,0.2939560955512164,0,3,6,3,1,2,0
1.4152639312611293,-1.1137489259829572,0.4102702578750423,0.21382801560748024,0.2722000933922016,-0.1247341478587674,-1.4815411139088235,0,3,6,1,8,4,0
1.099649106740202,-0.8431434583023083,-0.23256956662469436,0.16757502323997686,0.09581926620106815,-0.5946208625354246,-0.12346661950228445,0,2,6,3,2,4,0
0.8860216728162653,-1.1137489259829572,1.7867027524314838,0.18455430333660391,0.41710339464776297,-0.711505182811243,-5.30182896271758e-06,0,3,6,1,1,1,0
1.9833859981123116,-0.837006617242596,-0.3210780290127826,0.16715343962491475,0.08948820036331037,-0.5946208625354246,-1.0700033883310844,0,2,6,3,2,1,0
1.1967524857965373,-0.8480626721676334,0.6807849010035765,0.17632815304770424,0.17170315462755306,-0.711505182811243,-1.23461847856218,0,4,9,1,2,1,0
1.6384671043474532,-0.9237016734829766,1.4616425601637981,0.16438152735588127,0.12074982234854764,-0.7091557492378596,-1.23461847856218,0,5,9,1,2,1,0
1.8092152243514639,-0.9004206415262902,1.5590581738736775,0.16247913129291341,0.07629900904433053,-0.7091557492378596,-1.23461847856218,0,5,9,1,2,1,0
1.2217493952565839,-1.1137489259829572,0.2743482235255669,0.18776887840145265,0.22624430255182745,-0.711505182811243,-5.30182896271758e-06,0,3,6,1,2,4,0
0.8860216728162653,-0.5725866957094351,0.41301513067043183,0.16719559798642095,0.08974855512694936,-0.711505182811243,-1.0288496157733105,0,3,7,1,4,4,0
1.0569236199554148,-1.1137489259829572,0.12388852955606536,0.17739792147092437,0.1209593761826961,-0.7062189572711306,-5.30182896271758e-06,0,3,6,1,2,1,0
1.4277623859911526,-0.7658484840025982,-0.13415297366179532,0.16100358864019598,0.043221253829806704,-0.4184133445316781,-0.12346661950228445,0,3,6,1,5,1,0
1.9908850709503259,-1.0441493555517751,-0.243095489082228,0.1744152173943598,0.05502611982016949,-0.4184133445316781,-1.4280412095837176,0,3,10,3,3,4,0
1.2379012444461526,-0.8749965857074818,0.7123392079249351,0.1686500614583853,0.14243546912481925,1.0499826388328755,-0.16462039206005835,0,2,6,3,2,4,0
1.7764500445669102,-0.9566263128192112,1.438494914937721,0.1582422159615391,0.016773019913797527,-0.7091557492378596,-1.23461847856218,0,5,9,1,2,2,0
1.895973728569718,-0.966172510023208,3.7535800637124193,0.16281639818496313,0.18446688816204967,-0.5358850232008424,-1.4815411139088235,0,3,5,3,2,3,0
1.8888592235695507,-0.9149347576833876,-0.2647025646767048,0.16699534576926645,0.09084077511099584,-0.4184133445316781,-0.12346661950228445,0,3,6,1,5,4,0
1.8852058291100056,-0.9638833708977599,4.211621913773834,0.16246859170253689,0.14299427934921513,-0.5358850232008424,-1.4815411139088235,0,5,6,3,2,1,0
1.583166249265073,-0.9086518013603488,-0.16548831637155587,0.1380905191615695,-0.2480141248232374,-0.7062189572711306,-0.8642345255422148,0,3,6,1,3,4,0
0.672355782108544,-1.1137489259829572,0.03272903617755816,0.16615744833433047,0.04958407024849606,-0.6533567018700067,2.057683326059733,0,3,9,1,7,4,0
1.6903453056729962,-0.9418686712232363,0.16927668256017073,0.20647138152464617,0.3595776921159198,-0.5946208625354246,-1.476684968747006,0,2,6,3,3,1,0
1.7876025118644698,-1.1137489259829572,0.30911661226716797,0.18185089840501806,0.17784371697972134,-0.6533567018700067,-1.23461847856218,0,3,6,1,7,1,0
1.092303861037327,-1.1137489259829572,-0.3480340874905826,0.16319582343851904,0.029733607050069968,-0.1247341478587674,-1.1116098523869937,0,5,10,1,7,1,0
1.6337753767257215,-1.1137489259829572,-0.45228451266248615,0.17792490098975203,0.07564494707713991,-0.1247341478587674,-1.7147595429937283,0,3,6,1,2,1,0
1.0174669597923258,-0.4893009956133391,-0.20625476048085994,0.1419321998538231,-0.17587680494667937,-0.1247341478587674,1.3580691925775763,0,3,10,1,2,1,0
1.496446201830604,-1.1137489259829572,0.3076855247413666,0.17070001178662486,0.11935279678755796,-0.5946208625354246,-1.23461847856218,0,3,6,1,7,2,0
-0.8033079252774694,-1.1137489259829572,1.3947020726181156,0.17639666038515184,0.17670069606618433,-0.02664529617001522,-1.4834753412190387,0,5,6,1,2,1,0
2.1144851740343102,-0.9919862065442203,-0.41743010226632876,0.16658957153976914,0.03319442037161258,-0.4184133445316781,-0.8642345255422148,0,3,6,3,1,1,0
1.1065328710376612,-1.1137489259829572,1.3733061410848226,0.16671077682909952,0.1782501244156456,-0.4184133445316781,-1.9249318594462796,0,5,6,1,7,1,0
1.7161882643763058,-0.8354480544337802,-0.7731452841577381,0.22385116605558228,0.07067915621944022,-0.6533567018700067,-1.4403873413510495,0,2,5,2,2,4,0
1.5463631071831279,-0.8923843020433335,1.2606881549697087,0.1638598176322419,0.08131560083152076,-0.5946208625354246,-1.1223921407971307,0,3,5,1,7,2,0
0.3518954028307464,-0.7078894295497595,-0.407920799362643,0.2411940620202004,0.6886661133555978,-0.6533567018700067,-0.6859152290493805,0,3,5,3,2,1,0
1.313314997447924,-1.1137489259829572,0.668812250719413,0.16618906710546014,0.08047738549492695,-0.7003453733376724,-1.23461847856218,0,4,5,3,2,1,0
1.2331710600406358,-0.809342127386115,0.634161164234025,0.1745785810451964,0.1452231701306123,-0.4184133445316781,-0.9431263075354676,0,3,6,3,5,1,0
0.1916459847999552,0.10387826840441126,1.1507524804466707,0.16627865362366082,0.07908035993393726,-0.3009416658625138,-1.0288496157733105,0,5,10,1,7,3,0
1.5269424313718605,-0.3019812280287863,1.2954018026584104,0.1658307210326573,0.10206143041221749,-0.6768510376038396,-0.6859152290493805,0,3,6,1,3,3,0
0.672355782108544,-0.8354480544337802,0.17713593372645703,0.09008268499637004,-1.985183659332973,-0.7003453733376724,-0.8230807529844409,0,3,5,3,2,1,1
1.4119181910718612,-0.3644211505569706,2.7799556968417916,0.16456070039228266,0.13365325843914322,1.0499826388328755,-1.23461847856218,0,3,6,1,2,1,0
1.2064820520940631,-0.7078894295497595,2.551591664445878,0.16510348929667515,0.15659622822030556,1.0499826388328755,-1.23461847856218,0,3,6,1,2,3,0
1.262013647879151,-1.1137489259829572,0.42210214545175,0.18663587243597318,0.11354244047707816,-0.1247341478587674,-1.5226948864665975,0,3,6,1,1,4,0
1.8810140396774748,-1.1137489259829572,0.8902241693970894,0.15893782892639158,0.033918333616852696,-0.7103304660245514,-1.4403873413510495,0,5,6,1,4,4,0
0.8860216728162653,-0.03142446543591305,-0.352335170218401,0.173598399140177,0.04165277513178647,-0.7062189572711306,-1.0288496157733105,0,3,6,3,3,1,0
2.196128926009201,-1.1137489259829572,1.1748620041736966,0.15913808114354608,0.040712957936211595,-0.7103304660245514,-1.4403873413510495,0,5,6,1,4,1,0
1.1967524857965373,-1.0473151862571823,-0.11679223974223744,0.16716924901047955,0.03657268218273309,1.0499826388328755,-1.3992335687932758,0,3,10,1,5,2,0
2.2567752740376523,-1.0747848557625612,1.0955187580710684,0.15903268523978056,0.04094791223510531,-0.6533567018700067,-1.1523109334466322,0,5,6,1,2,3,0
1.0893426886859063,-0.9963696644440148,0.1211905776631611,0.21380166663153885,0.30971657982096085,1.9310202288516076,-0.9916466053810828,0,3,10,1,5,2,0
-0.9480208026592469,1.950823901938947,-0.5038271240425789,0.20979135249326036,0.48716422653139546,-0.4184133445316781,1.6461456004819937,0,5,6,3,5,4,0
1.233901738932545,-1.0491172745048758,0.15869601904973762,0.17072636076256625,0.06111588124284723,1.0499826388328755,-1.3992335687932758,0,3,10,1,5,4,0
2.092641720844608,-1.1137489259829572,0.29873927266750433,0.16344350381236802,0.07420347070284601,-0.7103304660245514,-1.4403873413510495,0,5,6,1,2,1,0
1.6063172331034548,-0.9745984902083688,0.791760655531705,0.15872176732367224,0.02812702765493184,-0.711505182811243,-1.1523109334466322,0,2,6,1,2,1,0
1.7384931989714243,-1.0173128521874775,1.0518979590605755,0.16056092584438075,0.06815816009347249,-0.711505182811243,-1.1523109334466322,0,2,6,1,2,1,0
1.2420930338786833,-0.8431434583023083,-0.2622861381987123,0.17872590985837009,0.09607962096470714,-0.7062189572711306,-0.8230807529844409,0,3,6,1,3,1,0
1.6337753767257215,-1.0122962281466017,-0.16579330223771027,0.1628690961368459,0.027904773588410755,2.81205781887034,-1.5226948864665975,1,3,6,1,3,1,1
2.1831689898737614,-1.0093739228800718,0.2435446510439731,0.1644394951029523,0.02724436150503381,-0.5946208625354246,-1.58734746315486,0,3,6,1,5,1,0
1.4158407830178996,-0.9838524568857125,0.13482891998555252,0.1777035695918444,0.1727826743792269,-0.711505182811243,0.16460978840213292,0,2,6,1,2,3,0
0.672355782108544,-1.1137489259829572,-0.5504899615642014,0.10777865723860273,-0.35154641912494533,-0.7062189572711306,-1.0288496157733105,0,3,6,2,3,3,0
-0.9546738262539978,2.3830328508586875,-0.374716440703885,0.16456070039228266,0.026444246865557904,-0.4184133445316781,0.8230701493265156,0,3,6,1,6,1,0
0.2877879442616729,-0.7890321057837336,-0.19497028343314735,0.1795743468836826,0.07506708650418509,-0.4184133445316781,-1.23461847856218,0,5,6,1,4,1,0
0.9297470359794546,-0.9603278994901487,0.8332152728774602,0.11100377189382797,-0.7938256613857192,-0.1247341478587674,-0.37265271233960545,0,3,6,1,7,4,0
2.052838949627457,-1.1137489259829572,-0.18691552850650564,0.1958053160635744,0.15574531265133912,0.16894504881414332,-1.9753863846021105,0,3,5,1,3,1,0
1.8852058291100056,-0.9888690809265887,0.11821892050575934,0.14590035563059536,-0.22481080027843608,-0.4184133445316781,-0.9602462769195014,0,3,6,1,3,1,1
0.672355782108544,-1.1137489259829572,-0.40519938701849617,0.1589536383119564,0.013026451363870657,-0.7062189572711306,-5.30182896271758e-06,0,3,5,1,1,3,0
1.1642565034984764,-0.5474061653295044,-0.44549662210294727,0.19047755312822678,0.0823252693051451,-0.4184133445316781,-0.7178094027816553,0,3,6,3,1,1,0
1.313314997447924,-1.1137489259829572,-0.6830180506339073,0.25133314796244455,0.1651815853042058,-0.665103869736923,-2.0576939297176584,0,5,10,3,3,1,0
1.1247998433353876,-0.9167855510188564,-0.041093183732633834,0.1728290090426886,0.07316205164829007,-0.7085683908445138,-1.104490249734499,0,3,6,1,3,1,0
1.6337753767257215,-0.8702234871054835,-0.03094262849498242,0.16569370635776212,0.06509740409166782,-0.7062189572711306,-1.23461847856218,0,2,6,1,4,1,0
1.0569236199554148,-0.6266980482280098,-0.1908803447665128,0.2210581746057957,0.18761019567427648,-0.1247341478587674,-1.5638486590243714,0,3,9,3,3,1,0
1.313314997447924,-0.3019812280287863,-0.11608060605454391,0.17877860781025282,0.09147578672962751,-0.6768510376038396,0.6584550590954199,0,2,5,3,1,2,0
1.313314997447924,-0.03142446543591305,-0.5386189732354225,0.19248534509496015,0.06351622516127496,-0.6827246215372977,-0.8230807529844409,0,3,4,3,3,2,0
-0.2890638125086335,1.3215054627917797,-0.23705051281203965,0.21085058132610396,0.21824315615706835,-0.6827246215372977,-5.30182896271758e-06,0,2,5,3,1,1,0
1.6421204988069984,-0.8596544830582011,-0.13954105729718969,0.14165290070884445,-0.07447814968357386,-0.711505182811243,-1.0288496157733105,0,3,6,1,1,1,0
0.8769074150592947,-0.9065087774982271,-0.1833886406696946,0.165519803116549,0.0394619850475072,-0.7062189572711306,-0.8230807529844409,0,3,6,1,2,1,0
1.313314997447924,-0.03142446543591305,-0.30923050113524647,0.18906524801776867,0.07672446682881374,-0.6827246215372977,-0.6996194353111193,0,3,4,3,1,4,0
1.4257626332343487,-0.7434928487136462,-0.19705044344332867,0.1596966794335034,0.01754773408852817,-0.711505182811243,-0.41154302740670184,0,3,6,1,2,4,0
1.2420930338786833,-0.8431434583023083,-0.2755178326995645,0.16228941866613547,0.025510779786169342,-0.7062189572711306,-1.0700033883310844,0,3,6,1,3,1,0
-0.8899510591443694,-0.809342127386115,-0.20836620109269816,0.08136117395977233,-0.32257083896678207,-0.5946208625354246,1.3169154200198026,0,5,5,1,3,2,0
0.672355782108544,-0.41794804202223934,-0.36350234500990036,0.1841379895167301,0.09305696566002038,-0.4184133445316781,-0.2939666992091418,0,2,6,1,1,1,0
1.7940247947565127,-0.7078894295497595,1.706694067406821e-06,0.16832333415671213,0.06290661400738855,-0.3009416658625138,-0.9876958432155366,0,3,6,1,2,1,0
-1.250483407125811,-0.4527721797817181,0.01688541143835808,0.12911605795593453,-0.3446565430627917,-0.4184133445316781,0.3292248786332286,0,3,5,1,3,1,0
0.39765897553452395,0.04591921395157247,-0.01967379174809822,0.19711222527026698,0.23978910037724102,-0.7062189572711306,-0.6173118901955714,0,3,6,3,2,1,0
-0.994092029633302,1.9167790455838765,0.1401544424176332,0.14810313001929495,-0.03966046263399923,-0.00726246918960311,1.3580691925775763,0,3,6,1,3,1,0
1.2217493952565839,-0.41794804202223934,-0.47165502523849734,0.18422757603493078,0.10464592770004841,-0.711505182811243,-0.41154302740670184,0,3,6,3,4,1,0
1.2217493952565839,-0.41794804202223934,-0.3902394392761023,0.18402732381777628,0.11647619415515649,-0.711505182811243,-0.41154302740670184,0,3,6,3,4,1,0
1.3687312228816582,-0.9557983263270278,0.06303993918305664,0.15939103131258336,0.024621763520085004,-0.4184133445316781,-5.30182896271758e-06,0,3,6,3,2,1,0
-0.09677989358519803,-0.3135730389193542,-0.6346034994195006,0.26397011682393173,0.06009351253685024,-0.1247341478587674,0.14695481997484783,0,2,5,3,3,1,1
0.9470525886825639,-0.9049989197771866,0.34598862147019294,0.1283993658103289,-0.3370491038715842,0.34515256681788975,-0.8230807529844409,0,3,6,1,3,1,0
1.6063172331034548,-0.8702234871054835,0.28367766296972585,0.13567168317015055,-0.1589664455425179,0.34515256681788975,-0.5761581176377975,0,3,6,1,3,1,0
1.6259686496174297,-0.8365682714526166,0.6694847836550353,0.15774685521384108,0.009775191876476495,0.34515256681788975,-0.5761581176377975,0,3,6,1,3,1,0
1.363078075665309,-0.8300417896907003,0.5410622735527925,0.16275316064270381,0.06003001137498708,0.46262424548705405,-1.2586111279633623,0,3,6,1,2,1,0
1.313314997447924,0.5097377648376088,2.10931523761952,0.16210497583454578,0.08788162096817224,-0.6533567018700067,2.057683326059733,0,3,6,3,1,2,0
0.16634142106963104,-0.8574140490205284,-0.14474927747305702,0.1729396747416424,0.11042453342959663,-0.1247341478587674,-0.9025075340209446,0,3,5,1,7,1,0
1.6091245783197368,-1.1137489259829572,0.12044766337381067,0.18563461135020065,0.13601550166045304,-0.5358850232008424,-1.635620838365129,0,5,6,1,3,4,0
1.96269624843615,-0.9215099445330794,-0.13039930146297207,0.17505286261214129,0.07509248696893035,-0.5946208625354246,-1.299600285430905,0,3,10,1,5,1,0
1.1967524857965373,-0.6709709730159346,-0.5890902240087678,0.19444043910981076,0.03859836924616813,-0.4184133445316781,-0.9053882980999888,0,5,9,3,7,1,0
0.9928161613863414,-1.1137489259829572,-0.7624160377894348,-0.09843369827384739,-0.1475743371042657,-0.4184133445316781,-1.7147595429937283,0,5,6,3,2,1,0
1.0569236199554148,-1.1137489259829572,-0.24791270173738472,0.1643340991991868,0.03722674414992371,-0.4184133445316781,-5.30182896271758e-06,0,2,5,3,1,4,0
0.5460252473758469,-0.8115825614237877,-0.18978552370852267,0.1793899040520929,0.09060582081210211,1.696076871513279,-5.30182896271758e-06,0,3,10,1,7,1,0
1.1967524857965373,-0.6709709730159346,-0.6146777561640802,0.16593084714123457,0.014252023787829787,-0.4184133445316781,-1.1523109334466322,0,5,9,3,3,1,0
0.23652505147668512,-0.33446752157504134,-0.1301021357472318,0.15779428337053555,0.009578338274700674,-0.1247341478587674,-1.728463749255467,0,5,6,3,2,1,0
0.7559608300564536,-0.26671874447932825,-0.6930122028632745,0.041252762781799415,-0.06290188787591847,-0.4184133445316781,-1.1523109334466322,0,5,9,3,7,1,0
0.9030964848166665,-0.7241082237789992,7.208804779534679e-05,0.16254763863036104,0.03399453501108849,-0.1247341478587674,-1.6461562041399191,0,5,6,3,2,1,0
-0.9897464130656324,-1.1137489259829572,0.12113583661026156,0.16340134545086182,0.06162389053775257,-0.711505182811243,-1.6461562041399191,0,3,6,1,2,4,0
0.23652505147668512,-0.33446752157504134,-0.03609610761795021,0.17218082423453057,0.1315894706785903,-0.1247341478587674,-1.728463749255467,0,5,6,3,2,1,0
0.500146304320715,-0.804812554222994,-0.18658708218910858,0.17320316450105622,0.06443699200829088,1.696076871513279,-5.30182896271758e-06,0,3,10,1,8,1,0
0.1916459847999552,1.3215054627917797,-0.22134765078029545,0.17424658394833498,0.0761720067206042,-0.4184133445316781,-0.41154302740670184,0,1,6,3,3,1,0
0.031396566769164004,0.5097377648376088,0.743838773793394,0.1660573222257532,0.07436222360750393,-0.4184133445316781,-0.9053882980999888,0,1,6,3,7,1,0
-0.39589675786249423,1.050899995111131,-0.11400826619477686,0.16867641043432666,0.07066645598706758,-0.4184133445316781,-0.6859152290493805,0,1,6,3,3,1,0
0.8920978446542459,-0.8354480544337802,-0.059228112543199034,0.2304489496313045,0.3501414194630531,-0.5946208625354246,-0.99946582216706,0,3,6,1,4,1,0
0.6492047982701624,-0.9963696644440148,0.6515609989056539,0.17160114676382013,0.09144403614869592,-0.5358850232008424,-0.10288973322339749,0,3,6,1,5,3,0
1.225172049013421,-1.0528675662635887,-0.7451413255244332,0.19309664133680024,0.07128876737332664,-0.4184133445316781,-1.6461562041399191,0,4,9,1,4,1,0
1.2705895106631364,-1.0596375734643824,-0.3181063718553808,0.1697461788575468,0.08859918409722604,-0.4184133445316781,-1.3539644189797244,0,4,9,1,3,3,0
1.6903453056729962,-1.1137489259829572,-0.06269243917669637,0.16563573861069109,0.03696003927009841,-0.5946208625354246,-1.6461562041399191,0,5,9,1,4,3,0
0.310400533127069,-0.9991458544472179,-0.062371813009713464,0.16157799631571815,0.024348708524073382,-0.5358850232008424,-0.16462039206005835,1,3,6,1,5,1,1
0.6163627049180394,-1.042834318181837,0.09970080432489765,0.16001286714479998,0.02133240333557294,-0.5358850232008424,-1.138730188502567,0,3,6,1,3,1,0
1.9542357560035188,-1.1137489259829572,0.19668630976199517,0.15782590214166523,0.00943228560241539,-0.6533567018700067,-0.6996194353111193,0,3,6,1,2,1,0
0.26186807199079387,-1.1137489259829572,0.4628060283577403,0.20158628138511375,0.5748656811806158,-0.00726246918960311,1.2346078749042546,0,2,6,1,2,3,0
-0.7098579406806798,0.5668201277104888,0.0205530619826251,0.17251809112658026,0.12269930801774687,-0.1247341478587674,1.111146557230933,0,3,5,1,2,3,1
0.9127106807628383,-0.7078894295497595,0.897363966725268,0.18736310417195534,0.2939174907494048,-0.5358850232008424,-0.6584656627533453,0,2,6,3,3,2,0
1.4895624375331449,-0.7180200878070624,-0.4755259996935339,0.24602119441266174,0.18427638467646018,-0.7062189572711306,-1.23461847856218,0,5,6,1,4,1,0
1.4675267004245194,-0.7109091449918401,-0.18337300036886622,0.22237562340286482,0.1731700314665922,-0.7062189572711306,-1.23461847856218,0,5,6,1,5,2,0
0.2286414108008243,-0.4893009956133391,-0.4306461564663525,0.17880495678619424,0.07696577124389378,3.399416212216161,-1.4245431389163068,0,3,10,3,7,1,0
1.8156759640272915,-0.9162985001411014,0.1305825783106338,0.17443102677992464,0.15589771543981074,3.9867746055619824,-0.8230807529844409,0,5,6,3,2,1,0
1.9084721832997413,-0.8963294141531487,-0.1329173898963493,0.1420902937094714,-0.119030564846772,-0.5946208625354246,-1.5065214538513922,0,3,5,3,3,1,0
1.7636823923503944,-0.7188480742992458,0.2841859727466498,0.20795219397255188,0.3272746510761266,3.9867746055619824,-0.8230807529844409,0,4,6,3,2,1,0
1.8556325623795815,-0.8889749458990488,-0.044878136533113976,0.1743572496472888,0.06929483089082318,0.16894504881414332,-1.4403873413510495,0,3,6,1,7,1,0
